! ======================================================================
! Group contribution for the Nannoolal SAR (Psat and Tb).
! 1st column is contributions for Tb, 2nd Column for Psat. Nothing is 
! read after the 2nd column (which is just info).
!
! Data for Tb : 
! Nannoolal, Y., Rarey, J., Ramjugernath, D., and Cordes, W.: Estimation
! of pure component properties:  Part 1. Estimation of the normal 
! boiling point of non-electrolyte organic compounds via group contributions
! and group interactions, Fluid Phase Equilibria, 226, 45-63, 2004.
!
! Data for Psat : 
! Nannoolal, Y., Rarey, J., and Ramjugernath, D.: Estimation of pure
! component properties: Part 3. Estimation of the vapor pressure of
! non-electrolyte organic compounds via group contributions and group 
! interactions, Fluid Phase Equilibria, 269, 117-133, 2008.
! ======================================================================
  176.5500        0.0000   199   ! missing psat contribution
  124.1900        0.0000   200   ! missing psat contribution
  582.1800      946.7309   201   
  140.9600        0.0000   202   ! missing psat contribution
  397.5800        0.0000   203   ! missing psat contribution
  674.6900      705.3049   204   
  -11.9400      838.3372   205   
   65.1400    -1501.3550   206   
 -101.2300        0.0000   207   ! missing psat contribution
 -348.7400      675.0414   208   
 -370.9700      994.4996   209   
 -888.6100      135.5896   210   
    0.0000        0.0000   211   ! missing psat contribution
 -271.9400      -29.6785   212   
 1467.2000      519.0300   213   ! ** PAN: compernolle 2010 for Tb & Psat (PAN=7+38+72)
  774.7500      888.4200   214   ! ** OOH: Compernolle 
    0.0000        0.0000   215   ! For Tb and Psat: original value was 536.73 & 809.22 (35+38), next turned to 0. Missing psat contribution
    0.0000        0.0000   216   ! For Tb and Psat: original value was 496.42 & 866.92 (34+38), next turned to 0. Missing psat contribution
    0.0000        0.0000   217   ! For Tb and Psat: original value was 507.96 & 827.86 (33+38), next turned to 0. Missing psat contribution
    0.0000        0.0000   218   ! For Tb and Psat: original value was 634.57 & 550.34 (37+38), next turned to 0. Missing psat contribution
 1110.6400      926.0200   219   ! ** CO(OOH) : Compernolle 2010 for Tb & Psat
END                 
